"Year","Trade.Flow","Reporter","Commodity.Code","Trade.Value..US..","Group"
2013,"Exports","Ukraine",712,17479,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Kyrgyzstan",712,25,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Kyrgyzstan",712,25,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Armenia",712,15808,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Kyrgyzstan",712,25,"CIS, excluding Belarus and Kazakhstan"
2013,"Imports","Armenia",712,138,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Rep. of Moldova",712,524,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Rep. of Moldova",712,34475,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Rep. of Moldova",712,29,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Rep. of Moldova",712,34080,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Rep. of Moldova",712,8640,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Rep. of Moldova",712,450,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Rep. of Moldova",712,463,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Rep. of Moldova",712,40,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Rep. of Moldova",712,681,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Rep. of Moldova",712,1152,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Rep. of Moldova",712,27,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Rep. of Moldova",712,533,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Rep. of Moldova",712,8,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Rep. of Moldova",712,7560,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Rep. of Moldova",712,7560,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Rep. of Moldova",712,305,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Azerbaijan",712,4986,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Azerbaijan",712,1535,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Azerbaijan",712,763,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Azerbaijan",712,1918,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Azerbaijan",712,1528,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Azerbaijan",712,383,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Azerbaijan",712,1543,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Ukraine",712,37013,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Ukraine",712,26743,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Ukraine",712,16603,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",712,61,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Ukraine",712,11037,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",712,1121,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Armenia",712,81,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Ukraine",712,8228,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Ukraine",712,67701,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Ukraine",712,2585,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",712,269,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Ukraine",712,37285,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",712,1502,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",712,341,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",712,364,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Azerbaijan",712,1477,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Azerbaijan",712,2691,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Azerbaijan",712,1506,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Ukraine",712,3374,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Ukraine",712,6690,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Azerbaijan",712,3480,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Azerbaijan",712,1323,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Ukraine",712,6477,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Ukraine",712,30399,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Ukraine",712,35641,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",712,1334,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",712,386,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Ukraine",712,9043,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Ukraine",712,32585,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Ukraine",712,8306,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",712,486,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",712,17623,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Ukraine",712,8375,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",712,524,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",712,29651,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Ukraine",712,33708,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Ukraine",712,8140,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Kyrgyzstan",712,2268,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Kyrgyzstan",712,2268,"CIS, excluding Belarus and Kazakhstan"
2014,"Imports","Kyrgyzstan",712,996,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Armenia",712,131,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Armenia",712,340,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Armenia",712,18,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Armenia",712,179,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Armenia",712,1499,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Azerbaijan",712,796,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Azerbaijan",712,2871,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Azerbaijan",712,1144,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Azerbaijan",712,2293,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Azerbaijan",712,775,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Azerbaijan",712,1516,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Azerbaijan",712,1721,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Kyrgyzstan",712,387,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Kyrgyzstan",712,2873,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Kyrgyzstan",712,260,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Kyrgyzstan",712,506,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Armenia",712,18086,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Armenia",712,1681,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Armenia",712,112,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Azerbaijan",712,1131,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Azerbaijan",712,2630,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Azerbaijan",712,764,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Azerbaijan",712,2137,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Ukraine",712,5615,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Ukraine",712,11845,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Ukraine",712,9989,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Ukraine",712,5552,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Kyrgyzstan",712,165,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Kyrgyzstan",712,742,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Kyrgyzstan",712,613,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Kyrgyzstan",712,1290,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Kyrgyzstan",712,808,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Rep. of Moldova",712,110,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Rep. of Moldova",712,1125,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Rep. of Moldova",712,6678,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Rep. of Moldova",712,365,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Rep. of Moldova",712,12015,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Rep. of Moldova",712,9096,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Rep. of Moldova",712,309,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Rep. of Moldova",712,22680,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Rep. of Moldova",712,646,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Rep. of Moldova",712,164,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Rep. of Moldova",712,419,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Rep. of Moldova",712,37,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Rep. of Moldova",712,201,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Azerbaijan",712,1492,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Azerbaijan",712,4736,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Azerbaijan",712,775,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Azerbaijan",712,4961,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Azerbaijan",712,2504,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Azerbaijan",712,2971,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Rep. of Moldova",712,13,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Rep. of Moldova",712,660,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Rep. of Moldova",712,31,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Rep. of Moldova",712,99,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Kyrgyzstan",712,927,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Rep. of Moldova",712,295,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Rep. of Moldova",712,807,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Rep. of Moldova",712,46224,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Rep. of Moldova",712,761,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Rep. of Moldova",712,1361,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Azerbaijan",712,809,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Azerbaijan",712,2073,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Azerbaijan",712,858,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Azerbaijan",712,3015,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Azerbaijan",712,828,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Azerbaijan",712,3321,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Azerbaijan",712,3235,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Armenia",712,131,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Armenia",712,441,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Armenia",712,54194,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Armenia",712,771,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Armenia",712,11474,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Armenia",712,1454,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Armenia",712,10,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Armenia",712,206,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Armenia",712,41,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Armenia",712,9,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Kyrgyzstan",712,1183,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Kyrgyzstan",712,183,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Kyrgyzstan",712,833,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Kyrgyzstan",712,4801,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Ukraine",712,15,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Kyrgyzstan",712,216,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Kyrgyzstan",712,487,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Ukraine",712,1,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Armenia",712,556,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Armenia",712,42,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Armenia",712,20,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Armenia",712,383,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Kyrgyzstan",712,541,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Azerbaijan",712,1233,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Kyrgyzstan",712,1773,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Azerbaijan",712,2836,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Azerbaijan",712,2546,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Azerbaijan",712,3203,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Kyrgyzstan",712,336,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Azerbaijan",712,224,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Azerbaijan",712,2392,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Kyrgyzstan",712,3159,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Kyrgyzstan",712,749,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Rep. of Moldova",712,14112,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Rep. of Moldova",712,14112,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Ukraine",712,21,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Ukraine",712,1,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Armenia",712,83,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Armenia",712,257,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Armenia",712,574,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Armenia",712,346,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Armenia",712,4652,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Armenia",712,6837,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Rep. of Moldova",712,94,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Rep. of Moldova",712,38,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Armenia",712,31,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Armenia",712,850,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Armenia",712,1421,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Armenia",712,21427,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Armenia",712,89,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Armenia",712,30,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Armenia",712,4263,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Armenia",712,245,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Kyrgyzstan",712,10762,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Kyrgyzstan",712,1789,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Kyrgyzstan",712,2066,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Azerbaijan",712,220,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Kyrgyzstan",712,1605,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Azerbaijan",712,1565,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Kyrgyzstan",712,4231,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Azerbaijan",712,1570,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Azerbaijan",712,3306,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Kyrgyzstan",712,1217,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Kyrgyzstan",712,788,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Azerbaijan",712,2346,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Azerbaijan",712,754,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Armenia",712,2201,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Armenia",712,2729,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Armenia",712,209,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Armenia",712,969,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Armenia",712,6362,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Armenia",712,22066,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Ukraine",712,8,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Kyrgyzstan",712,3455,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Kyrgyzstan",712,2558,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Kyrgyzstan",712,948,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Kyrgyzstan",712,897,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Kyrgyzstan",712,1722,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Rep. of Moldova",712,65885,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Rep. of Moldova",712,30,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Rep. of Moldova",712,37170,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Azerbaijan",712,1103,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Azerbaijan",712,1189,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Azerbaijan",712,577,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Azerbaijan",712,1147,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Azerbaijan",712,1334,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Azerbaijan",712,1256,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Azerbaijan",712,1413,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Azerbaijan",712,3515,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Azerbaijan",712,2122,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Armenia",712,930,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Armenia",712,527,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Armenia",712,4361,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Armenia",712,1261,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Armenia",712,146,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Armenia",712,1040,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Armenia",712,3461,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Armenia",712,2501,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Armenia",712,760,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Armenia",712,175,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Azerbaijan",712,3097,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Azerbaijan",712,1204,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Rep. of Moldova",712,151,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Rep. of Moldova",712,70,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Armenia",712,2516,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Armenia",712,1313,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Armenia",712,144,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Armenia",712,327,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Armenia",712,390,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Kyrgyzstan",712,1243,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Kyrgyzstan",712,2528,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Kyrgyzstan",712,5000,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Kyrgyzstan",712,1579,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Kyrgyzstan",712,1076,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Kyrgyzstan",712,31982,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Kyrgyzstan",712,653,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Kyrgyzstan",712,991,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Kyrgyzstan",712,1644,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Kyrgyzstan",712,1006,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Kyrgyzstan",712,4736,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Azerbaijan",712,196,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Azerbaijan",712,3460,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Kyrgyzstan",712,1596,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Azerbaijan",712,2179,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Kyrgyzstan",712,845,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Azerbaijan",712,1084,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Kyrgyzstan",712,22185,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Kyrgyzstan",712,1252,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Armenia",712,248,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Armenia",712,2876,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Armenia",712,809,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Rep. of Moldova",712,77396,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Rep. of Moldova",712,33,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Rep. of Moldova",712,213,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Ukraine",712,3,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Ukraine",712,23022,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Ukraine",712,5554,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Ukraine",712,2346,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Armenia",712,372,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Rep. of Moldova",712,36,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Armenia",712,2831,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Rep. of Moldova",712,105,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Armenia",712,1,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Armenia",712,557,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Armenia",712,612,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Armenia",712,1497,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Armenia",712,517,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Armenia",712,2078,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Kyrgyzstan",712,596,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Kyrgyzstan",712,1066,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Azerbaijan",712,1047,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Kyrgyzstan",712,2092,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Azerbaijan",712,2125,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Kyrgyzstan",712,918,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Kyrgyzstan",712,575,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Kyrgyzstan",712,2212,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Kyrgyzstan",712,1277,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Azerbaijan",712,1138,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Azerbaijan",712,2214,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Azerbaijan",712,3177,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Armenia",712,6938,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Armenia",712,520,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Armenia",712,623,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Armenia",712,2361,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Armenia",712,6114,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Armenia",712,5932,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Armenia",712,55,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Armenia",712,91,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Armenia",712,486,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Armenia",712,789,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Armenia",712,1526,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Ukraine",712,11,"CIS, excluding Belarus and Kazakhstan"
2020,"Imports","Azerbaijan",712,2387,"CIS, excluding Belarus and Kazakhstan"
2020,"Imports","Azerbaijan",712,1106,"CIS, excluding Belarus and Kazakhstan"
2020,"Imports","Azerbaijan",712,1035,"CIS, excluding Belarus and Kazakhstan"
2020,"Imports","Azerbaijan",712,2363,"CIS, excluding Belarus and Kazakhstan"
2020,"Imports","Azerbaijan",712,1979,"CIS, excluding Belarus and Kazakhstan"
2020,"Imports","Azerbaijan",712,29,"CIS, excluding Belarus and Kazakhstan"
2020,"Imports","Azerbaijan",712,1054,"CIS, excluding Belarus and Kazakhstan"
2020,"Imports","Azerbaijan",712,2332,"CIS, excluding Belarus and Kazakhstan"
2020,"Imports","Armenia",712,3538,"CIS, excluding Belarus and Kazakhstan"
2020,"Imports","Armenia",712,426,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Armenia",712,1185,"CIS, excluding Belarus and Kazakhstan"
2020,"Imports","Armenia",712,1917,"CIS, excluding Belarus and Kazakhstan"
2020,"Imports","Armenia",712,509,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Armenia",712,3305,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Armenia",712,1623,"CIS, excluding Belarus and Kazakhstan"
2020,"Imports","Armenia",712,2577,"CIS, excluding Belarus and Kazakhstan"
2020,"Imports","Armenia",712,7638,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Armenia",712,1520,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Kyrgyzstan",712,26358,"CIS, excluding Belarus and Kazakhstan"
2020,"Imports","Kyrgyzstan",712,1891,"CIS, excluding Belarus and Kazakhstan"
2020,"Imports","Kyrgyzstan",712,3234,"CIS, excluding Belarus and Kazakhstan"
2020,"Imports","Kyrgyzstan",712,2188,"CIS, excluding Belarus and Kazakhstan"
